sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,cu_pct,mo_pct,au_gt
CA-C01-001-A0023,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,44.000000000,46.000000000,2.000000000,0.026945156,0.000000000,0.000000000
CA-C01-001-A0024,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,46.000000000,48.000000000,2.000000000,0.023924429,0.000000000,0.000000000
CA-C01-001-A0025,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,48.000000000,50.000000000,2.000000000,0.025439954,0.000000000,0.000000000
CA-C01-001-A0026,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,50.000000000,52.000000000,2.000000000,0.023630127,0.000000000,0.000000000
CA-C01-001-A0027,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,52.000000000,54.000000000,2.000000000,0.028895168,0.000000000,0.000000000
CA-C01-001-A0028,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,54.000000000,56.000000000,2.000000000,0.028638724,0.000000000,0.000000000
CA-C01-001-A0029,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,56.000000000,58.000000000,2.000000000,0.024664656,0.000000000,0.000000000
CA-C01-001-A0030,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,58.000000000,60.000000000,2.000000000,0.023724633,0.000000000,0.000000000
CA-C01-001-A0031,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,60.000000000,62.000000000,2.000000000,0.025626629,0.000000000,0.000000000
CA-C01-001-A0032,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,62.000000000,64.000000000,2.000000000,0.025276946,0.000000000,0.000000000
CA-C01-001-A0033,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,64.000000000,66.000000000,2.000000000,0.024378702,0.000000000,0.000000000
CA-C01-001-A0034,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,66.000000000,68.000000000,2.000000000,0.024930615,0.000000000,0.000000000
CA-C01-001-A0035,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,68.000000000,70.000000000,2.000000000,0.023998294,0.000000000,0.000000000
CA-C01-001-A0036,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,70.000000000,72.000000000,2.000000000,0.022641780,0.000000000,0.000000000
CA-C01-001-A0037,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,72.000000000,74.000000000,2.000000000,0.026086367,0.000000000,0.000000000
CA-C01-001-A0038,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,74.000000000,76.000000000,2.000000000,0.029791880,0.000000000,0.000000000
CA-C01-001-A0039,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,76.000000000,78.000000000,2.000000000,0.025902311,0.000000000,0.000000000
CA-C01-001-A0040,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,78.000000000,80.000000000,2.000000000,0.024250718,0.000000000,0.000000000
CA-C01-001-A0041,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,80.000000000,82.000000000,2.000000000,0.028118071,0.000000000,0.000000000
CA-C01-001-A0042,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,82.000000000,84.000000000,2.000000000,0.026024299,0.000000000,0.000000000
CA-C01-001-A0043,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,84.000000000,86.000000000,2.000000000,0.030951414,0.000000000,0.000000000
CA-C01-001-A0044,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,86.000000000,88.000000000,2.000000000,0.026401900,0.000000000,0.000000000
CA-C01-001-A0045,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,88.000000000,90.000000000,2.000000000,0.030402010,0.000000000,0.000000000
CA-C01-001-A0046,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,90.000000000,92.000000000,2.000000000,0.026845183,0.000000000,0.000000000
CA-C01-001-A0047,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,92.000000000,94.000000000,2.000000000,0.025294041,0.000000000,0.000000000
CA-C01-001-A0048,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,94.000000000,96.000000000,2.000000000,0.029107781,0.000000000,0.000000000
CA-C01-001-A0049,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,96.000000000,98.000000000,2.000000000,0.026711384,0.000000000,0.000000000
CA-C01-001-A0050,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,98.000000000,100.000000000,2.000000000,0.027214714,0.000000000,0.000000000
CA-C01-001-A0051,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,100.000000000,102.000000000,2.000000000,0.028849941,0.000000000,0.000000000
CA-C01-001-A0052,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,102.000000000,104.000000000,2.000000000,0.026764117,0.000000000,0.000000000
CA-C01-001-A0053,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,104.000000000,106.000000000,2.000000000,0.026763949,0.000000000,0.000000000
CA-C01-001-A0054,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,106.000000000,108.000000000,2.000000000,0.025803059,0.000000000,0.000000000
CA-C01-001-A0055,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,108.000000000,110.000000000,2.000000000,0.026539619,0.000000000,0.000000000
CA-C01-001-A0056,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,110.000000000,112.000000000,2.000000000,0.026800914,0.000000000,0.000000000
CA-C01-001-A0057,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,112.000000000,114.000000000,2.000000000,0.028106681,0.000000000,0.000000000
CA-C01-001-A0058,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,114.000000000,116.000000000,2.000000000,0.025994833,0.000000000,0.000000000
CA-C01-001-A0059,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,116.000000000,118.000000000,2.000000000,0.026508019,0.000000000,0.000000000
CA-C01-001-A0060,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,118.000000000,120.000000000,2.000000000,0.025295339,0.000000000,0.000000000
CA-C01-001-A0061,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,120.000000000,122.000000000,2.000000000,0.025538105,0.000000000,0.000000000
CA-C01-001-A0062,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,122.000000000,124.000000000,2.000000000,0.028369601,0.000000000,0.000000000
CA-C01-001-A0063,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,124.000000000,126.000000000,2.000000000,0.030140987,0.000000000,0.000000000
CA-C01-001-A0064,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,126.000000000,128.000000000,2.000000000,0.026841731,0.000000000,0.000000000
CA-C01-001-A0065,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,128.000000000,130.000000000,2.000000000,0.022327288,0.000000000,0.000000000
CA-C01-001-A0066,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,130.000000000,132.000000000,2.000000000,0.029233446,0.000000000,0.000000000
CA-C01-001-A0067,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,132.000000000,134.000000000,2.000000000,0.024797007,0.000000000,0.000000000
CA-C01-001-A0068,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,134.000000000,136.000000000,2.000000000,0.025442527,0.000000000,0.000000000
CA-C01-001-A0069,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,136.000000000,138.000000000,2.000000000,0.029417428,0.000000000,0.000000000
CA-C01-001-A0070,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,138.000000000,140.000000000,2.000000000,0.025115673,0.000000000,0.000000000
CA-C01-001-A0071,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,140.000000000,142.000000000,2.000000000,0.027229495,0.000000000,0.000000000
CA-C01-001-A0072,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,142.000000000,144.000000000,2.000000000,0.026650106,0.000000000,0.000000000
CA-C01-001-A0073,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,144.000000000,146.000000000,2.000000000,0.026578085,0.000000000,0.000000000
CA-C01-001-A0074,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,146.000000000,148.000000000,2.000000000,0.024205021,0.000000000,0.000000000
CA-C01-001-A0075,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,148.000000000,150.000000000,2.000000000,0.022612039,0.000000000,0.000000000
CA-C01-001-A0076,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,150.000000000,152.000000000,2.000000000,0.027202803,0.000000000,0.000000000
CA-C01-001-A0077,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,152.000000000,154.000000000,2.000000000,0.025660046,0.000000000,0.000000000
CA-C01-001-A0078,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,154.000000000,156.000000000,2.000000000,0.028544556,0.000000000,0.000000000
CA-C01-001-A0079,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,156.000000000,158.000000000,2.000000000,0.027865285,0.000000000,0.000000000
CA-C01-001-A0080,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,158.000000000,160.000000000,2.000000000,0.028325525,0.000000000,0.000000000
CA-C01-001-A0081,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,160.000000000,162.000000000,2.000000000,0.028685075,0.000000000,0.000000000
CA-C01-001-A0082,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,162.000000000,164.000000000,2.000000000,0.029043271,0.000000000,0.000000000
CA-C01-001-A0083,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,164.000000000,166.000000000,2.000000000,0.031094753,0.000000000,0.000000000
CA-C01-001-A0084,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,166.000000000,168.000000000,2.000000000,0.027410082,0.000000000,0.000000000
CA-C01-001-A0085,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,168.000000000,170.000000000,2.000000000,0.029310606,0.000000000,0.000000000
CA-C01-001-A0086,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,170.000000000,172.000000000,2.000000000,0.023222895,0.000000000,0.000000000
CA-C01-001-A0087,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,172.000000000,174.000000000,2.000000000,0.026721716,0.000000000,0.000000000
CA-C01-001-A0088,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,174.000000000,176.000000000,2.000000000,0.029166258,0.000000000,0.000000000
CA-C01-001-A0089,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,176.000000000,178.000000000,2.000000000,0.024011185,0.000000000,0.000000000
CA-C01-001-A0090,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,178.000000000,180.000000000,2.000000000,0.023658234,0.000000000,0.000000000
CA-C01-001-A0091,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,180.000000000,182.000000000,2.000000000,0.026317006,0.000000000,0.000000000
CA-C01-001-A0092,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,182.000000000,184.000000000,2.000000000,0.025264004,0.000000000,0.000000000
CA-C01-001-A0093,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,184.000000000,186.000000000,2.000000000,0.025454959,0.000000000,0.000000000
CA-C01-001-A0094,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,186.000000000,188.000000000,2.000000000,0.026540797,0.000000000,0.000000000
CA-C01-001-A0095,CA-C01-001,DS01,cerro_azul,CAMPAIGN_01,188.000000000,189.880122860,1.880122860,0.026543857,0.000000000,0.000000000
CA-C01-002-A0001,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,0.000000000,2.000000000,2.000000000,0.032677439,0.000000000,0.000000000
CA-C01-002-A0002,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,2.000000000,4.000000000,2.000000000,0.029790927,0.000000000,0.000000000
CA-C01-002-A0003,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,4.000000000,6.000000000,2.000000000,0.030137540,0.000000000,0.000000000
CA-C01-002-A0004,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,6.000000000,8.000000000,2.000000000,0.033099968,0.000000000,0.000000000
CA-C01-002-A0005,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,8.000000000,10.000000000,2.000000000,0.034592128,0.000000000,0.000000000
CA-C01-002-A0006,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,10.000000000,12.000000000,2.000000000,0.028653534,0.000000000,0.000000000
CA-C01-002-A0007,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,12.000000000,14.000000000,2.000000000,0.030701871,0.000000000,0.000000000
CA-C01-002-A0008,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,14.000000000,16.000000000,2.000000000,0.031517114,0.000000000,0.000000000
CA-C01-002-A0009,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,16.000000000,18.000000000,2.000000000,0.035201789,0.000000000,0.000000000
CA-C01-002-A0010,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,18.000000000,20.000000000,2.000000000,0.032389126,0.000000000,0.000000000
CA-C01-002-A0011,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,20.000000000,22.000000000,2.000000000,0.032487921,0.000000000,0.000000000
CA-C01-002-A0012,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,22.000000000,24.000000000,2.000000000,0.034434785,0.000000000,0.000000000
CA-C01-002-A0013,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,24.000000000,26.000000000,2.000000000,0.034264636,0.000000000,0.000000000
CA-C01-002-A0014,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,26.000000000,28.000000000,2.000000000,0.034208440,0.000000000,0.000000000
CA-C01-002-A0015,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,28.000000000,30.000000000,2.000000000,0.036024569,0.000000000,0.000000000
CA-C01-002-A0016,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,30.000000000,32.000000000,2.000000000,0.037566266,0.000000000,0.000000000
CA-C01-002-A0017,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,32.000000000,34.000000000,2.000000000,0.038735444,0.000000000,0.000000000
CA-C01-002-A0018,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,34.000000000,36.000000000,2.000000000,0.035757082,0.000000000,0.000000000
CA-C01-002-A0019,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,36.000000000,38.000000000,2.000000000,0.039515472,0.000000000,0.000000000
CA-C01-002-A0020,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,38.000000000,40.000000000,2.000000000,0.036193477,0.000000000,0.000000000
CA-C01-002-A0021,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,40.000000000,42.000000000,2.000000000,0.039646657,0.000000000,0.000000000
CA-C01-002-A0022,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,42.000000000,44.000000000,2.000000000,0.035968293,0.000000000,0.000000000
CA-C01-002-A0023,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,44.000000000,46.000000000,2.000000000,0.037674756,0.000000000,0.000000000
CA-C01-002-A0024,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,46.000000000,48.000000000,2.000000000,0.040634874,0.000000000,0.000000000
CA-C01-002-A0025,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,48.000000000,50.000000000,2.000000000,0.040817000,0.000000000,0.000000000
CA-C01-002-A0026,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,50.000000000,52.000000000,2.000000000,0.039183669,0.000000000,0.000000000
CA-C01-002-A0027,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,52.000000000,54.000000000,2.000000000,0.040657224,0.000000000,0.000000000
CA-C01-002-A0028,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,54.000000000,56.000000000,2.000000000,0.043794154,0.000000000,0.000000000
CA-C01-002-A0029,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,56.000000000,58.000000000,2.000000000,0.041293388,0.000000000,0.000000000
CA-C01-002-A0030,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,58.000000000,60.000000000,2.000000000,0.041513035,0.000000000,0.000000000
CA-C01-002-A0031,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,60.000000000,62.000000000,2.000000000,0.043998021,0.000000000,0.000000000
CA-C01-002-A0032,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,62.000000000,64.000000000,2.000000000,0.043275875,0.000000000,0.000000000
CA-C01-002-A0033,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,64.000000000,66.000000000,2.000000000,0.043540967,0.000000000,0.000000000
CA-C01-002-A0034,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,66.000000000,68.000000000,2.000000000,0.044604621,0.000000000,0.000000000
CA-C01-002-A0035,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,68.000000000,70.000000000,2.000000000,0.042097702,0.000000000,0.000000000
CA-C01-002-A0036,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,70.000000000,72.000000000,2.000000000,0.047721513,0.000000000,0.000000000
CA-C01-002-A0037,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,72.000000000,74.000000000,2.000000000,0.043196092,0.000000000,0.000000000
CA-C01-002-A0038,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,74.000000000,76.000000000,2.000000000,0.046997102,0.000000000,0.000000000
CA-C01-002-A0039,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,76.000000000,78.000000000,2.000000000,0.048701655,0.000000000,0.000000000
CA-C01-002-A0040,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,78.000000000,80.000000000,2.000000000,0.048019853,0.000000000,0.000000000
CA-C01-002-A0041,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,80.000000000,82.000000000,2.000000000,0.051896657,0.000000000,0.000000000
CA-C01-002-A0042,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,82.000000000,84.000000000,2.000000000,0.049805273,0.000000000,0.000000000
CA-C01-002-A0043,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,84.000000000,86.000000000,2.000000000,0.050185199,0.000000000,0.000000000
CA-C01-002-A0044,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,86.000000000,88.000000000,2.000000000,0.047885595,0.000000000,0.000000000
CA-C01-002-A0045,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,88.000000000,90.000000000,2.000000000,0.048532238,0.000000000,0.000000000
CA-C01-002-A0046,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,90.000000000,92.000000000,2.000000000,0.051009408,0.000000000,0.000000000
CA-C01-002-A0047,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,92.000000000,94.000000000,2.000000000,0.049694557,0.000000000,0.000000000
CA-C01-002-A0048,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,94.000000000,96.000000000,2.000000000,0.051350438,0.000000000,0.000000000
CA-C01-002-A0049,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,96.000000000,98.000000000,2.000000000,0.049131742,0.000000000,0.000000000
CA-C01-002-A0050,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,98.000000000,100.000000000,2.000000000,0.056063995,0.000000000,0.000000000
CA-C01-002-A0051,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,100.000000000,102.000000000,2.000000000,0.055930478,0.000000000,0.000000000
CA-C01-002-A0052,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,102.000000000,104.000000000,2.000000000,0.053514088,0.000000000,0.000000000
CA-C01-002-A0053,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,104.000000000,106.000000000,2.000000000,0.051841670,0.000000000,0.000000000
CA-C01-002-A0054,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,106.000000000,108.000000000,2.000000000,0.049357912,0.000000000,0.000000000
CA-C01-002-A0055,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,108.000000000,110.000000000,2.000000000,0.056721563,0.000000000,0.000000000
CA-C01-002-A0056,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,110.000000000,112.000000000,2.000000000,0.054092370,0.000000000,0.000000000
CA-C01-002-A0057,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,112.000000000,114.000000000,2.000000000,0.060783922,0.000000000,0.000000000
CA-C01-002-A0058,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,114.000000000,116.000000000,2.000000000,0.059881349,0.000000000,0.000000000
CA-C01-002-A0059,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,116.000000000,118.000000000,2.000000000,0.054720095,0.000000000,0.000000000
CA-C01-002-A0060,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,118.000000000,120.000000000,2.000000000,0.056956660,0.000000000,0.000000000
CA-C01-002-A0061,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,120.000000000,122.000000000,2.000000000,0.058112372,0.000000000,0.000000000
CA-C01-002-A0062,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,122.000000000,124.000000000,2.000000000,0.061539287,0.000000000,0.000000000
CA-C01-002-A0063,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,124.000000000,126.000000000,2.000000000,0.058826029,0.000000000,0.000000000
CA-C01-002-A0064,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,126.000000000,128.000000000,2.000000000,0.058862360,0.000000000,0.000000000
CA-C01-002-A0065,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,128.000000000,130.000000000,2.000000000,0.065634891,0.000000000,0.000000000
CA-C01-002-A0066,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,130.000000000,132.000000000,2.000000000,0.056099357,0.000000000,0.000000000
CA-C01-002-A0067,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,132.000000000,134.000000000,2.000000000,0.056639835,0.000000000,0.000000000
CA-C01-002-A0068,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,134.000000000,136.000000000,2.000000000,0.057112691,0.000000000,0.000000000
CA-C01-002-A0069,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,136.000000000,138.000000000,2.000000000,0.053110181,0.000000000,0.000000000
CA-C01-002-A0070,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,138.000000000,140.000000000,2.000000000,0.059954221,0.000000000,0.000000000
CA-C01-002-A0071,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,140.000000000,142.000000000,2.000000000,0.061346512,0.000000000,0.000000000
CA-C01-002-A0072,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,142.000000000,144.000000000,2.000000000,0.062370002,0.000000000,0.000000000
CA-C01-002-A0073,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,144.000000000,146.000000000,2.000000000,0.061487094,0.000000000,0.000000000
CA-C01-002-A0074,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,146.000000000,148.000000000,2.000000000,0.056865255,0.000000000,0.000000000
CA-C01-002-A0075,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,148.000000000,150.000000000,2.000000000,0.060898033,0.000000000,0.000000000
CA-C01-002-A0076,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,150.000000000,152.000000000,2.000000000,0.063383469,0.000000000,0.000000000
CA-C01-002-A0077,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,152.000000000,154.000000000,2.000000000,0.059830289,0.000000000,0.000000000
CA-C01-002-A0078,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,154.000000000,156.000000000,2.000000000,0.061984759,0.000000000,0.000000000
CA-C01-002-A0079,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,156.000000000,158.000000000,2.000000000,0.058198849,0.000000000,0.000000000
CA-C01-002-A0080,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,158.000000000,160.000000000,2.000000000,0.065946439,0.000000000,0.000000000
CA-C01-002-A0081,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,160.000000000,162.000000000,2.000000000,0.069408396,0.000000000,0.000000000
CA-C01-002-A0082,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,162.000000000,164.000000000,2.000000000,0.059452244,0.000000000,0.000000000
CA-C01-002-A0083,CA-C01-002,DS01,cerro_azul,CAMPAIGN_01,164.000000000,166.000000000,2.000000000,0.064542464,0.000000000,0.000000000
