hole_id,dataset_id,project_id,campaign_id,depth_m,azimuth_deg,dip_deg
CA-C01-015,DS01,cerro_azul,CAMPAIGN_01,0.000000000,215.854458041,-85.000000000
CA-C01-015,DS01,cerro_azul,CAMPAIGN_01,50.000000000,215.854458041,-85.000000000
CA-C01-015,DS01,cerro_azul,CAMPAIGN_01,100.000000000,215.854458041,-85.000000000
CA-C01-015,DS01,cerro_azul,CAMPAIGN_01,150.000000000,215.854458041,-85.000000000
CA-C01-015,DS01,cerro_azul,CAMPAIGN_01,200.000000000,215.854458041,-85.000000000
CA-C01-015,DS01,cerro_azul,CAMPAIGN_01,205.370442556,215.854458041,-85.000000000
CA-C01-016,DS01,cerro_azul,CAMPAIGN_01,0.000000000,243.814074832,-85.000000000
CA-C01-016,DS01,cerro_azul,CAMPAIGN_01,50.000000000,243.814074832,-85.000000000
CA-C01-016,DS01,cerro_azul,CAMPAIGN_01,100.000000000,243.814074832,-85.000000000
CA-C01-016,DS01,cerro_azul,CAMPAIGN_01,150.000000000,243.814074832,-85.000000000
CA-C01-016,DS01,cerro_azul,CAMPAIGN_01,200.000000000,243.814074832,-85.000000000
CA-C01-016,DS01,cerro_azul,CAMPAIGN_01,250.000000000,243.814074832,-85.000000000
CA-C01-016,DS01,cerro_azul,CAMPAIGN_01,279.499276734,243.814074832,-85.000000000
CA-C02-001,DS01,cerro_azul,CAMPAIGN_02,0.000000000,78.434948823,-70.796231798
CA-C02-001,DS01,cerro_azul,CAMPAIGN_02,40.000000000,78.434948823,-70.796231798
CA-C02-001,DS01,cerro_azul,CAMPAIGN_02,80.000000000,78.434948823,-70.796231798
CA-C02-001,DS01,cerro_azul,CAMPAIGN_02,120.000000000,78.434948823,-70.796231798
CA-C02-001,DS01,cerro_azul,CAMPAIGN_02,160.000000000,78.434948823,-70.796231798
CA-C02-001,DS01,cerro_azul,CAMPAIGN_02,180.000000000,78.434948823,-70.796231798
CA-C02-002,DS01,cerro_azul,CAMPAIGN_02,0.000000000,15.000000000,-83.207069218
CA-C02-002,DS01,cerro_azul,CAMPAIGN_02,40.000000000,15.000000000,-83.207069218
CA-C02-002,DS01,cerro_azul,CAMPAIGN_02,80.000000000,15.000000000,-83.207069218
CA-C02-002,DS01,cerro_azul,CAMPAIGN_02,120.000000000,15.000000000,-83.207069218
CA-C02-002,DS01,cerro_azul,CAMPAIGN_02,160.000000000,15.000000000,-83.207069218
CA-C02-002,DS01,cerro_azul,CAMPAIGN_02,200.000000000,15.000000000,-83.207069218
CA-C02-002,DS01,cerro_azul,CAMPAIGN_02,211.201818039,15.000000000,-83.207069218
CA-C02-003,DS01,cerro_azul,CAMPAIGN_02,0.000000000,311.565051177,-77.243187898
CA-C02-003,DS01,cerro_azul,CAMPAIGN_02,40.000000000,311.565051177,-77.243187898
CA-C02-003,DS01,cerro_azul,CAMPAIGN_02,80.000000000,311.565051177,-77.243187898
CA-C02-003,DS01,cerro_azul,CAMPAIGN_02,120.000000000,311.565051177,-77.243187898
CA-C02-003,DS01,cerro_azul,CAMPAIGN_02,160.000000000,311.565051177,-77.243187898
CA-C02-003,DS01,cerro_azul,CAMPAIGN_02,200.000000000,311.565051177,-77.243187898
CA-C02-003,DS01,cerro_azul,CAMPAIGN_02,240.000000000,311.565051177,-77.243187898
CA-C02-003,DS01,cerro_azul,CAMPAIGN_02,245.061728511,311.565051177,-77.243187898
CA-C02-004,DS01,cerro_azul,CAMPAIGN_02,0.000000000,299.036243468,-70.817876741
CA-C02-004,DS01,cerro_azul,CAMPAIGN_02,40.000000000,299.036243468,-70.817876741
CA-C02-004,DS01,cerro_azul,CAMPAIGN_02,80.000000000,299.036243468,-70.817876741
CA-C02-004,DS01,cerro_azul,CAMPAIGN_02,120.000000000,299.036243468,-70.817876741
CA-C02-004,DS01,cerro_azul,CAMPAIGN_02,160.000000000,299.036243468,-70.817876741
CA-C02-004,DS01,cerro_azul,CAMPAIGN_02,200.000000000,299.036243468,-70.817876741
CA-C02-004,DS01,cerro_azul,CAMPAIGN_02,240.000000000,299.036243468,-70.817876741
CA-C02-004,DS01,cerro_azul,CAMPAIGN_02,280.000000000,299.036243468,-70.817876741
CA-C02-004,DS01,cerro_azul,CAMPAIGN_02,294.108367631,299.036243468,-70.817876741
CA-C02-005,DS01,cerro_azul,CAMPAIGN_02,0.000000000,131.565051177,-70.233183080
CA-C02-005,DS01,cerro_azul,CAMPAIGN_02,40.000000000,131.565051177,-70.233183080
CA-C02-005,DS01,cerro_azul,CAMPAIGN_02,80.000000000,131.565051177,-70.233183080
CA-C02-005,DS01,cerro_azul,CAMPAIGN_02,120.000000000,131.565051177,-70.233183080
CA-C02-005,DS01,cerro_azul,CAMPAIGN_02,160.000000000,131.565051177,-70.233183080
CA-C02-005,DS01,cerro_azul,CAMPAIGN_02,180.000000000,131.565051177,-70.233183080
CA-C02-006,DS01,cerro_azul,CAMPAIGN_02,0.000000000,195.000000000,-82.311552230
CA-C02-006,DS01,cerro_azul,CAMPAIGN_02,40.000000000,195.000000000,-82.311552230
CA-C02-006,DS01,cerro_azul,CAMPAIGN_02,80.000000000,195.000000000,-82.311552230
CA-C02-006,DS01,cerro_azul,CAMPAIGN_02,120.000000000,195.000000000,-82.311552230
CA-C02-006,DS01,cerro_azul,CAMPAIGN_02,160.000000000,195.000000000,-82.311552230
CA-C02-006,DS01,cerro_azul,CAMPAIGN_02,191.360703289,195.000000000,-82.311552230
CA-C02-007,DS01,cerro_azul,CAMPAIGN_02,0.000000000,258.434948823,-76.028848015
CA-C02-007,DS01,cerro_azul,CAMPAIGN_02,40.000000000,258.434948823,-76.028848015
CA-C02-007,DS01,cerro_azul,CAMPAIGN_02,80.000000000,258.434948823,-76.028848015
CA-C02-007,DS01,cerro_azul,CAMPAIGN_02,120.000000000,258.434948823,-76.028848015
CA-C02-007,DS01,cerro_azul,CAMPAIGN_02,160.000000000,258.434948823,-76.028848015
CA-C02-007,DS01,cerro_azul,CAMPAIGN_02,200.000000000,258.434948823,-76.028848015
CA-C02-007,DS01,cerro_azul,CAMPAIGN_02,227.548160482,258.434948823,-76.028848015
CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,0.000000000,270.963756532,-69.723876404
CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,40.000000000,270.963756532,-69.723876404
CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,80.000000000,270.963756532,-69.723876404
CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,120.000000000,270.963756532,-69.723876404
CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,160.000000000,270.963756532,-69.723876404
CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,200.000000000,270.963756532,-69.723876404
CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,240.000000000,270.963756532,-69.723876404
CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,280.000000000,270.963756532,-69.723876404
CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,280.929579961,270.963756532,-69.723876404
CA-C02-009,DS01,cerro_azul,CAMPAIGN_02,0.000000000,161.309932474,-59.909269494
CA-C02-009,DS01,cerro_azul,CAMPAIGN_02,40.000000000,161.309932474,-59.909269494
CA-C02-009,DS01,cerro_azul,CAMPAIGN_02,80.000000000,161.309932474,-59.909269494
CA-C02-009,DS01,cerro_azul,CAMPAIGN_02,120.000000000,161.309932474,-59.909269494
CA-C02-009,DS01,cerro_azul,CAMPAIGN_02,160.000000000,161.309932474,-59.909269494
CA-C02-009,DS01,cerro_azul,CAMPAIGN_02,185.625590127,161.309932474,-59.909269494
CA-C02-010,DS01,cerro_azul,CAMPAIGN_02,0.000000000,195.000000000,-67.408006036
CA-C02-010,DS01,cerro_azul,CAMPAIGN_02,40.000000000,195.000000000,-67.408006036
CA-C02-010,DS01,cerro_azul,CAMPAIGN_02,80.000000000,195.000000000,-67.408006036
CA-C02-010,DS01,cerro_azul,CAMPAIGN_02,120.000000000,195.000000000,-67.408006036
CA-C02-010,DS01,cerro_azul,CAMPAIGN_02,160.000000000,195.000000000,-67.408006036
CA-C02-010,DS01,cerro_azul,CAMPAIGN_02,198.134634094,195.000000000,-67.408006036
CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,0.000000000,228.690067526,-67.469211611
CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,40.000000000,228.690067526,-67.469211611
CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,80.000000000,228.690067526,-67.469211611
CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,120.000000000,228.690067526,-67.469211611
CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,160.000000000,228.690067526,-67.469211611
CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,200.000000000,228.690067526,-67.469211611
CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,230.543466170,228.690067526,-67.469211611
CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,0.000000000,248.130102354,-65.483168409
CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,40.000000000,248.130102354,-65.483168409
CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,80.000000000,248.130102354,-65.483168409
CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,120.000000000,248.130102354,-65.483168409
CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,160.000000000,248.130102354,-65.483168409
CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,200.000000000,248.130102354,-65.483168409
CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,240.000000000,248.130102354,-65.483168409
CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,280.000000000,248.130102354,-65.483168409
CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,283.999103482,248.130102354,-65.483168409
CA-C03-001,DS01,cerro_azul,CAMPAIGN_03,0.000000000,90.000000000,-58.000000000
CA-C03-001,DS01,cerro_azul,CAMPAIGN_03,40.000000000,90.000000000,-58.000000000
CA-C03-001,DS01,cerro_azul,CAMPAIGN_03,80.000000000,90.000000000,-58.000000000
CA-C03-001,DS01,cerro_azul,CAMPAIGN_03,120.000000000,90.000000000,-58.000000000
CA-C03-001,DS01,cerro_azul,CAMPAIGN_03,160.000000000,90.000000000,-58.000000000
CA-C03-001,DS01,cerro_azul,CAMPAIGN_03,186.897197576,90.000000000,-58.000000000
CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,0.000000000,270.000000000,-64.722277764
CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,40.000000000,270.000000000,-64.722277764
CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,80.000000000,270.000000000,-64.722277764
CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,120.000000000,270.000000000,-64.722277764
CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,160.000000000,270.000000000,-64.722277764
CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,200.000000000,270.000000000,-64.722277764
CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,234.060292374,270.000000000,-64.722277764
CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,0.000000000,0.000000000,-67.857860251
CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,40.000000000,0.000000000,-67.857860251
CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,80.000000000,0.000000000,-67.857860251
CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,120.000000000,0.000000000,-67.857860251
CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,160.000000000,0.000000000,-67.857860251
CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,200.000000000,0.000000000,-67.857860251
CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,237.968593630,0.000000000,-67.857860251
CA-C03-004,DS01,cerro_azul,CAMPAIGN_03,0.000000000,180.000000000,-61.687214887
CA-C03-004,DS01,cerro_azul,CAMPAIGN_03,40.000000000,180.000000000,-61.687214887
CA-C03-004,DS01,cerro_azul,CAMPAIGN_03,80.000000000,180.000000000,-61.687214887
CA-C03-004,DS01,cerro_azul,CAMPAIGN_03,120.000000000,180.000000000,-61.687214887
CA-C03-004,DS01,cerro_azul,CAMPAIGN_03,160.000000000,180.000000000,-61.687214887
CA-C03-004,DS01,cerro_azul,CAMPAIGN_03,196.295536206,180.000000000,-61.687214887
